% Author: Mohamed Idries
% Date and Time: 25 July 2016 15:23
% Comment:
% In this trial I installed a single sonar (maxSonar EZ 1) 3m from each wall. 
% *----------------------
% |         
% |           ^
% |	      3m
% |         
% |   
% |  < 3m     X
% |
% 
% Assuming 0 degrees is pointing up and 90 degrees is pointing to the left.
% I obtained the data by slowly moving it around the fixed point from 0 degrees to 90 degrees.
% Format: Milliseconds, Sonar, AccX, AccY, AccZ, GyrX, GyrY, GyrZ
15406,292,-2316,876,15496,-107,551,-190
15409,292,-2272,892,15448,-103,535,-188
15413,292,-2380,832,15348,-114,531,-251
15417,292,-2684,724,15608,-93,419,-262
15420,289,-2628,884,15352,-119,327,-226
15424,292,-2392,928,15288,-97,250,-228
15427,289,-2436,880,15412,-101,191,-247
15431,292,-2380,888,15332,-76,144,-234
15434,292,-2396,884,15332,-83,87,-254
15438,292,-2392,984,15412,-65,21,-248
15442,289,-2128,1092,15488,-58,-5,-348
15446,292,-2584,704,14972,-75,-123,-247
15450,292,-2668,548,15188,-78,-327,-137
15453,292,-2552,576,15356,-5,-431,-140
15457,292,-2308,1020,15196,-5,-440,-149
15460,292,-2220,1012,15320,-38,-472,-172
15464,292,-2324,972,15376,-64,-538,-225
15468,292,-2176,1028,15400,-125,-564,-237
15471,292,-2260,904,15408,-122,-545,-235
15475,292,-2152,752,15364,-120,-576,-236
15478,292,-1980,564,15188,-135,-627,-178
15482,292,-1792,468,15388,-35,-577,-93
15486,292,-1776,888,15416,29,-459,-103
15490,292,-1784,1088,15480,3,-326,-182
15494,292,-1836,1276,15156,-63,-200,-136
15497,292,-1516,1008,15304,-87,-103,-152
15501,292,-1892,988,15256,-77,-89,-135
15505,292,-2016,840,15340,-52,-45,-142
15508,292,-2232,980,15452,-40,-91,-122
15512,292,-2408,908,15268,-35,-144,-128
15515,292,-2308,892,15396,-25,-211,-140
15519,289,-2352,952,15300,-44,-246,-138
15522,287,-2252,952,15356,-60,-283,-124
15526,289,-2132,1012,15328,-72,-290,-131
15531,287,-1944,984,15456,-79,-269,-167
15534,287,-1964,932,15408,-120,-244,-170
15538,289,-1940,1004,15372,-77,-178,-185
15541,287,-1952,968,15416,-115,-107,-202
15545,289,-1864,988,15508,-106,-57,-213
15549,287,-1952,952,15392,-107,-35,-226
15552,287,-2016,768,15404,-73,2,-249
15556,289,-2112,932,15328,-57,12,-293
15559,289,-2012,628,15676,-18,28,-244
15563,289,-2292,1140,15272,-19,170,-298
15566,289,-2444,1416,15116,-251,-11,-409
15570,289,-1920,368,15804,-165,44,-356
15575,287,-2416,584,15472,-102,32,-273
15578,289,-1976,836,15408,11,94,-243
15582,289,-2196,1032,15424,-6,76,-253
15585,289,-2228,1068,15384,-74,3,-314
15589,287,-2204,960,15516,-87,-22,-304
15592,289,-2256,1044,15408,-118,-71,-268
15596,289,-2224,924,15280,-87,-111,-302
15599,289,-2216,936,15272,-136,-163,-310
15603,289,-2192,992,15308,-121,-245,-289
15607,289,-2072,840,15440,-107,-259,-265
15610,289,-2028,820,15320,-68,-288,-259
15614,287,-2096,772,15492,-40,-307,-254
15619,289,-2020,908,15404,-47,-329,-268
15622,289,-2120,868,15348,-51,-363,-287
15626,289,-2076,832,15184,-21,-438,-244
15629,289,-2148,864,15220,-30,-491,-245
15633,289,-2128,852,15180,-37,-540,-186
15636,289,-2032,872,15124,45,-548,-141
15640,289,-2208,880,15272,19,-667,-74
15643,289,-2272,928,15332,-24,-680,-100
15647,289,-2276,804,15368,8,-768,-87
15651,289,-2152,748,15088,-13,-869,-95
15654,289,-2108,1228,15204,-28,-822,-32
15659,289,-1772,1200,15220,-187,-708,-58
15662,289,-1432,948,15148,-165,-511,-107
15666,289,-1692,836,15316,-87,-414,-136
15670,289,-1668,844,15484,-77,-422,-135
15673,289,-1728,900,15548,-72,-382,-101
15677,289,-1612,1044,15404,-64,-288,-108
15680,289,-1504,1072,15240,-53,-181,-142
15684,289,-1816,700,15568,-45,81,-235
15687,289,-2028,1092,15584,-108,148,-161
15691,289,-1912,1272,15376,-193,161,-109
15695,289,-1824,1132,15440,-232,65,-139
15698,289,-2284,896,15884,-238,-239,-170
15703,289,-2304,812,15640,-242,-306,-184
15707,289,-2076,736,15432,-217,-123,-195
15710,289,-2108,820,15148,-218,-54,-231
15714,289,-1984,864,15176,-189,15,-312
15717,289,-1940,792,15228,-193,105,-382
15721,289,-1852,816,15296,-234,134,-441
15725,289,-1760,912,15320,-197,203,-468
15728,289,-1900,808,15504,-158,269,-507
15732,289,-1960,912,15424,-170,262,-510
15736,289,-2128,868,15356,-138,251,-526
15739,289,-2012,900,15232,-98,297,-531
15744,289,-2052,1016,15228,-107,285,-535
15747,289,-2060,1020,15300,-166,254,-537
15751,289,-2120,900,15396,-193,123,-458
15755,289,-2068,880,15132,-224,-2,-369
15758,289,-2036,684,15288,-154,-68,-260
15762,289,-2220,796,15240,-111,-188,-169
15765,289,-2156,892,15416,-85,-281,-105
15769,292,-2012,996,15504,-63,-348,-111
15773,289,-1924,1108,15320,-124,-381,-99
15776,289,-1852,980,15460,-118,-373,-140
15780,289,-1784,1108,15360,-124,-353,-141
15784,289,-1700,984,15296,-154,-314,-163
15788,289,-1608,984,15308,-182,-196,-225
15792,289,-1488,976,15372,-172,-108,-235
15795,289,-1456,944,15320,-182,135,-246
15799,289,-1532,1032,15396,-227,197,-272
15803,289,-1536,1180,15388,-245,336,-298
15806,289,-1688,948,15492,-240,439,-302
15810,289,-1652,968,15384,-266,511,-322
15814,289,-1784,896,15460,-283,533,-329
15817,289,-2048,932,15328,-298,543,-348
15821,289,-1936,952,15404,-285,571,-340
15825,289,-2040,744,15344,-252,517,-333
15828,289,-1964,824,15184,-241,477,-347
15833,289,-2132,776,15344,-197,389,-285
15836,289,-2244,840,15184,-203,260,-267
15840,594,-2204,808,15336,-176,121,-212
15844,624,-2284,972,15208,-175,24,-218
15847,624,-2296,1008,15404,-179,-43,-204
15851,624,-2248,832,15464,-151,-81,-171
15854,624,-2092,908,15256,-154,-134,-151
15858,622,-2044,892,15336,-119,-227,-162
15862,622,-2072,888,15452,-126,-313,-173
15865,622,-2112,816,15360,-78,-416,-126
15869,622,-2100,824,15380,-92,-489,-96
15873,622,-2088,844,15404,-47,-521,-90
15877,622,-2080,840,15556,-29,-556,-108
15881,622,-1812,840,15384,-5,-592,-66
15884,622,-1948,892,15428,-13,-574,-57
15888,622,-2032,948,15372,-1,-638,-78
15891,619,-1824,1032,15348,-16,-638,-105
15895,622,-1860,972,15380,-58,-670,-112
15898,619,-1696,960,15404,-30,-624,-123
15902,619,-1720,868,15424,-63,-620,-115
15905,619,-1744,888,15324,-41,-616,-94
15909,619,-1760,1052,15324,-21,-572,-102
15913,619,-1552,2368,15148,-110,-529,53
15917,599,-2332,2036,16000,-507,-420,70
15921,576,-1100,1864,14968,-522,-155,125
15924,556,-1108,948,15024,-354,24,-62
15928,538,-1764,196,15752,-300,17,-161
15932,518,-1568,656,14980,-339,-23,-204
15935,502,-1556,852,15152,-241,35,-235
15939,485,-1572,940,15456,-178,140,-259
15942,469,-1620,956,15164,-237,212,-288
15946,454,-1580,780,15324,-210,351,-331
15950,441,-1552,1064,15436,-210,438,-310
15953,431,-1648,1088,15420,-225,474,-355
15958,431,-1924,1064,15344,-245,447,-387
15962,431,-1980,932,15376,-242,506,-386
15965,431,-1896,880,15208,-253,477,-387
15969,431,-1924,852,15416,-222,505,-391
15972,431,-2024,992,15344,-225,475,-396
15976,431,-2100,980,15428,-230,393,-433
15980,424,-2096,1100,15324,-215,358,-443
15983,411,-2060,892,15304,-259,303,-475
15987,398,-2088,952,15188,-265,202,-501
15991,383,-2036,868,15404,-280,167,-524
15994,373,-2092,904,15356,-237,158,-543
15998,360,-1932,836,15324,-216,122,-591
16002,350,-1880,752,15520,-180,83,-628
16006,350,-1960,884,15296,-187,42,-594
16010,353,-1920,792,15384,-171,31,-639
16013,353,-1784,860,15232,-160,29,-606
16017,353,-1640,768,15412,-121,91,-589
16020,353,-1744,896,15464,-138,69,-589
16024,353,-1664,976,15236,-136,67,-571
16027,353,-1448,1088,15304,-126,148,-526
16031,340,-1220,1500,15276,-246,293,-663
16035,327,-1852,968,15248,-356,237,-673
16038,320,-1224,1224,15612,-205,557,-711
16043,309,-1052,1996,15268,-350,750,-943
16047,299,-1368,1008,15460,-500,780,-1052
16050,294,-996,900,15716,-293,1261,-1107
16054,294,-1832,1052,15156,-384,1376,-1171
16058,294,-1596,752,15768,-361,1405,-1185
16062,294,-1664,880,15428,-315,1615,-1205
16065,294,-1744,928,15180,-360,1496,-1119
16069,294,-1652,856,15560,-274,1580,-1061
16073,294,-1908,948,15372,-346,1449,-1005
16077,294,-2008,752,15356,-329,1401,-939
16080,292,-2036,656,15368,-293,1328,-851
16084,292,-2212,712,15192,-266,1131,-782
16089,292,-2524,656,15308,-231,970,-631
16092,292,-2476,820,15276,-193,695,-495
16096,292,-2104,732,15392,-77,556,-345
16099,292,-2000,804,15568,-84,505,-273
16103,294,-1908,964,15300,-95,525,-270
16106,294,-1716,1004,15292,-154,581,-283
16110,294,-1608,924,15480,-131,662,-304
16114,294,-1612,916,15624,-114,867,-326
16117,294,-1408,936,15608,-105,1057,-336
16121,294,-1272,864,15592,-104,1327,-355
16125,294,-1276,984,15708,-128,1607,-388
16129,292,-1420,1056,15372,-163,1872,-451
16133,292,-1528,936,15364,-223,2055,-488
16137,292,-1904,928,15088,-260,2094,-537
16140,292,-2164,908,15144,-264,2024,-476
16144,292,-2516,824,15192,-272,1779,-399
16148,292,-2880,728,15116,-284,1463,-259
16151,292,-3040,668,14968,-271,1005,-154
16155,292,-3348,-124,15556,-267,544,-213
16159,292,-3484,492,15160,-121,103,-178
16162,292,-3200,728,15128,102,-24,-154
16166,292,-3392,1072,15364,-19,-398,-104
16171,294,-3136,1356,15580,-171,-767,-54
16174,294,-2520,1080,15540,-179,-798,-74
16178,294,-2320,1060,15384,-189,-902,-80
16181,292,-2060,872,15332,-211,-980,-106
16185,292,-1820,796,15176,-171,-921,-113
16189,292,-1608,832,15436,-117,-807,-90
16192,292,-1404,760,15388,-56,-598,-89
16196,292,-1488,904,15488,-64,-391,-111
16199,292,-1260,1080,15360,-87,-173,-128
16203,292,-1248,1104,15436,-117,20,-148
16207,294,-1404,1100,15408,-146,214,-166
16210,294,-1412,1020,15272,-200,424,-152
16215,292,-1580,904,15396,-188,542,-169
16219,292,-1700,920,15384,-195,682,-159
16222,294,-1924,912,15312,-174,700,-174
16226,292,-1964,640,15144,-131,778,-116
16229,292,-2380,848,15796,-405,471,-150
16233,292,-2192,1028,15252,-124,786,-112
16237,292,-2380,940,15220,-76,615,-108
16240,292,-2496,984,15116,-348,370,-146
16244,292,-2372,736,15568,-330,247,-188
16248,292,-2396,924,15160,-32,428,-151
16251,292,-2576,844,15240,-122,154,-139
16256,292,-2532,816,15256,-260,-70,-122
16259,294,-2124,820,15368,-113,-5,-129
16263,294,-2204,932,15352,-81,-5,-127
16266,294,-2108,912,15284,-152,-105,-117
16270,294,-1888,960,15316,-180,-84,-120
16274,294,-1696,916,15392,-175,24,-119
16277,292,-1816,940,15528,-184,44,-123
16281,292,-1748,964,15380,-189,139,-141
16284,289,-1788,928,15384,-182,223,-138
16288,292,-1940,980,15296,-202,283,-158
16292,292,-1860,912,15388,-188,343,-173
16295,292,-1980,964,15436,-189,369,-167
16300,292,-1996,892,15316,-204,401,-166
16303,292,-2204,820,15328,-188,386,-154
16307,292,-2128,956,15228,-191,334,-154
16311,292,-2216,916,15420,-164,281,-142
16314,292,-2240,868,15336,-173,243,-135
16318,292,-2316,884,15412,-174,190,-160
16321,292,-2308,960,15348,-168,133,-142
16325,297,-2152,1020,15304,-209,65,-157
16329,292,-2108,972,15352,-185,57,-154
16332,292,-2044,892,15384,-204,42,-142
16336,292,-2024,888,15288,-179,67,-149
16339,292,-1896,884,15412,-187,111,-141
16344,292,-1996,844,15492,-167,148,-153
16348,292,-1936,992,15380,-200,176,-148
16351,292,-1956,1008,15220,-197,210,-157
16355,292,-1988,920,15436,-201,238,-150
16359,294,-2056,864,15404,-207,247,-147
16362,294,-1884,952,15208,-196,286,-181
16366,294,-2112,924,15368,-191,278,-167
16369,294,-2024,984,15232,-191,273,-151
16373,294,-2124,996,15336,-198,277,-165
16377,292,-2204,888,15332,-199,239,-157
16380,292,-2152,944,15476,-215,193,-150
16385,292,-2248,936,15448,-197,166,-138
16389,292,-2136,832,15380,-195,138,-155
16392,292,-2116,888,15340,-212,107,-159
16396,292,-2088,908,15372,-203,89,-160
16399,292,-1972,868,15400,-187,115,-145
16403,292,-1976,920,15380,-217,136,-148
16407,292,-1960,888,15288,-213,147,-152
16410,292,-1804,996,15340,-204,206,-165
16414,292,-1988,904,15424,-205,212,-149
16417,292,-1992,908,15196,-184,236,-156
16421,292,-1984,976,15412,-188,260,-160
16425,292,-2136,928,15296,-199,264,-146
16429,294,-2160,908,15424,-202,265,-172
16433,294,-2136,784,15344,-190,269,-156
16437,292,-2052,912,15300,-212,225,-152
16440,292,-2160,896,15492,-199,185,-161
16444,292,-2184,876,15384,-193,179,-152
16447,292,-2168,888,15192,-195,146,-154
16451,294,-2016,900,15248,-198,129,-136
16455,292,-2152,900,15384,-204,147,-143
16458,294,-2100,900,15404,-188,136,-150
16462,292,-1988,876,15428,-174,139,-155
16466,292,-2032,996,15340,-179,163,-161
16470,294,-1864,876,15316,-186,187,-148
16474,292,-2052,908,15368,-188,219,-144
16477,292,-1944,964,15352,-186,248,-141
16481,292,-1984,872,15304,-190,265,-147
16485,292,-2104,972,15324,-210,243,-136
16488,292,-2060,964,15424,-183,248,-142
16492,292,-2264,824,15220,-197,213,-160
16496,292,-2080,940,15340,-167,212,-138
16499,292,-2184,852,15348,-163,169,-142
16503,292,-2072,896,15492,-179,169,-139
16506,294,-2076,940,15404,-183,137,-142
16510,292,-1992,844,15368,-192,141,-136
16515,294,-2044,924,15336,-192,121,-146
16518,294,-2036,852,15284,-160,158,-146
16522,294,-1932,956,15484,-189,193,-137
16526,292,-1956,864,15420,-172,194,-138
16529,292,-1984,888,15280,-191,213,-157
16533,292,-2028,980,15304,-184,233,-154
16536,292,-2128,972,15216,-198,229,-132
16540,292,-2144,808,15360,-189,225,-143
16544,292,-2060,944,15364,-181,223,-141
16547,292,-2128,912,15304,-179,193,-155
16551,292,-2188,968,15272,-169,195,-147
16556,294,-2128,852,15380,-196,190,-145
16559,294,-2080,928,15404,-178,161,-141
16563,294,-2088,864,15332,-178,159,-148
16566,292,-1944,868,15392,-179,156,-145
16570,294,-2068,992,15256,-172,160,-137
16574,292,-1920,788,15424,-193,177,-154
16577,292,-1940,800,15284,-187,186,-139
16581,292,-2020,940,15312,-199,212,-155
16584,289,-1960,860,15256,-183,204,-148
16588,292,-2052,980,15352,-203,196,-153
16592,292,-2148,940,15292,-185,210,-150
16595,292,-2072,980,15328,-180,212,-158
16600,292,-2144,976,15412,-209,189,-140
16604,292,-1960,888,15248,-181,177,-147
16607,289,-2064,876,15332,-185,180,-135
16611,292,-2096,892,15424,-188,185,-167
16614,292,-1988,1000,15268,-199,173,-154
16618,292,-2060,936,15352,-199,174,-156
16622,292,-2072,896,15400,-192,179,-164
16625,292,-2024,908,15408,-190,189,-147
16629,292,-1980,908,15400,-207,209,-148
16633,292,-1976,960,15360,-218,211,-145
16636,292,-1992,904,15320,-208,196,-150
16641,292,-2080,908,15404,-200,197,-161
16644,292,-2044,916,15360,-187,197,-155
16648,292,-2052,956,15288,-200,196,-156
16652,292,-2092,968,15468,-204,192,-156
16655,292,-2016,884,15276,-184,179,-156
16659,292,-2012,884,15288,-206,191,-131
16663,292,-2036,848,15396,-185,190,-153
16666,292,-2064,820,15296,-183,184,-157
16670,292,-2016,872,15308,-177,211,-135
16673,292,-1964,948,15420,-212,177,-135
16677,292,-2100,876,15392,-174,176,-165
16681,292,-2016,820,15348,-190,187,-166
16685,292,-2068,948,15216,-197,197,-137
16689,292,-2060,900,15264,-169,181,-163
16693,292,-1992,936,15376,-195,209,-141
16696,292,-2072,936,15304,-177,188,-136
16700,292,-2016,912,15368,-211,197,-157
16703,292,-2144,876,15372,-177,194,-175
16707,294,-2004,844,15252,-195,183,-141
16711,292,-2088,916,15396,-166,206,-146
16714,292,-2040,964,15300,-197,182,-166
16718,292,-2064,892,15360,-173,189,-146
16722,292,-2052,944,15444,-168,196,-142
16726,292,-1980,804,15420,-170,222,-162
16730,292,-2084,868,15332,-167,204,-129
16733,292,-2044,856,15324,-179,195,-135
16737,294,-2072,904,15300,-189,226,-149
16741,292,-2092,916,15412,-180,196,-160
16744,294,-2068,876,15268,-175,189,-135
16748,292,-2000,928,15288,-183,185,-142
16752,294,-2056,888,15476,-191,190,-149
16755,292,-2064,928,15360,-180,173,-145
16759,292,-2032,896,15400,-184,167,-141
16762,294,-2108,936,15220,-190,199,-148
16766,294,-2176,904,15356,-194,211,-165
16771,292,-2020,952,15356,-158,194,-130
16774,292,-1976,904,15444,-201,220,-157
16778,292,-2008,976,15492,-197,219,-166
16782,292,-2080,1008,15324,-189,206,-133
16785,292,-2068,840,15560,-204,194,-130
16789,292,-2080,908,15256,-183,202,-141
16792,292,-1940,912,15388,-194,189,-166
16796,292,-2092,888,15260,-201,184,-148
16800,292,-2048,920,15384,-179,168,-133
16803,292,-2044,884,15284,-183,182,-137
16807,294,-2060,904,15380,-184,180,-159
16812,294,-2036,900,15292,-174,194,-156
16815,294,-2020,952,15268,-191,186,-141
16819,292,-2108,936,15292,-184,187,-144
16822,292,-2048,920,15300,-184,189,-140
16826,294,-2072,880,15412,-208,212,-149
16830,294,-2012,984,15288,-197,195,-168
16833,294,-2008,864,15296,-191,194,-137
16837,294,-2024,920,15372,-193,204,-165
16840,294,-2104,924,15332,-207,191,-163
16844,294,-2108,904,15292,-180,197,-148
16848,294,-2172,884,15416,-193,190,-152
16851,294,-2112,944,15376,-196,175,-141
16856,294,-2024,948,15248,-186,199,-158
16860,292,-2004,1012,15288,-195,174,-145
16863,292,-2044,904,15436,-190,185,-138
16867,294,-2040,856,15268,-189,180,-165
16870,294,-2096,948,15464,-177,197,-155
16874,294,-1940,904,15228,-186,179,-157
16878,294,-1992,896,15192,-192,197,-159
16881,294,-2112,996,15472,-172,191,-142
16885,294,-1984,916,15388,-166,193,-155
16889,294,-1988,968,15156,-187,193,-150
16892,294,-2120,876,15296,-198,195,-134
16897,294,-1992,944,15252,-182,191,-151
16900,294,-1996,928,15328,-184,201,-155
16904,294,-2084,956,15336,-159,196,-134
16908,294,-1972,880,15252,-205,181,-143
16911,294,-1968,872,15412,-167,197,-146
16915,294,-2132,1000,15464,-170,184,-157
16919,292,-2144,832,15296,-179,185,-142
16922,292,-2044,928,15368,-199,190,-149
16926,292,-2024,964,15284,-188,191,-150
16929,292,-2104,880,15408,-179,200,-126
16933,292,-2040,912,15292,-186,207,-155
16937,292,-2048,980,15308,-181,208,-146
16941,292,-1988,888,15324,-197,193,-147
16945,292,-2132,972,15260,-186,186,-158
16949,292,-2156,916,15296,-190,178,-144
16952,292,-2116,952,15328,-181,192,-155
16956,292,-2116,972,15396,-182,177,-139
16959,292,-2068,920,15320,-186,188,-147
16963,292,-2032,900,15380,-202,176,-141
16967,292,-2096,960,15320,-174,197,-135
16970,292,-2112,896,15316,-184,182,-152
16974,292,-2036,832,15264,-173,202,-144
16978,292,-2088,864,15344,-190,182,-146
16982,292,-1956,876,15264,-211,201,-145
16986,292,-2040,928,15428,-164,207,-155
16989,292,-2068,988,15344,-187,202,-146
16993,292,-2016,908,15372,-200,208,-144
16997,294,-2076,928,15268,-187,190,-150
17000,294,-2052,896,15320,-174,188,-150
17004,292,-2016,900,15248,-190,198,-174
17008,294,-2048,988,15240,-183,171,-156
17011,292,-2100,1008,15472,-189,192,-157
17015,292,-2048,968,15332,-197,205,-134
17018,292,-2004,932,15364,-185,181,-133
17022,292,-1984,848,15404,-207,178,-136
17027,292,-1996,856,15392,-176,217,-151
17030,292,-2152,812,15432,-194,174,-146
17034,292,-2120,1008,15232,-186,192,-160
17038,292,-1988,960,15352,-201,194,-157
17041,292,-2132,1024,15324,-190,181,-147
17045,292,-2024,892,15364,-192,202,-151
17049,292,-1988,904,15428,-200,192,-139
17052,292,-2132,852,15376,-188,167,-143
17056,294,-1984,976,15436,-195,179,-151
17059,292,-2008,944,15436,-189,184,-156
17063,292,-2048,884,15268,-193,201,-153
17068,294,-2116,900,15308,-167,186,-144
17071,292,-2020,892,15328,-185,196,-148
17075,292,-1996,924,15412,-187,208,-157
17079,292,-2036,960,15420,-185,201,-161
17082,292,-2096,948,15456,-207,179,-160
17086,292,-2048,828,15340,-209,200,-138
17089,292,-2080,916,15340,-200,190,-142
17093,294,-2028,856,15308,-192,205,-137
17097,294,-2024,968,15340,-193,170,-152
17100,294,-2140,948,15292,-174,179,-161
17104,294,-2048,884,15420,-196,191,-132
17108,292,-2032,892,15500,-198,189,-153
17112,294,-2044,1000,15396,-173,197,-157
17116,294,-2192,900,15488,-213,185,-138
17119,292,-1932,896,15348,-179,201,-135
17123,292,-2040,996,15284,-193,188,-172
17127,292,-2052,876,15440,-190,226,-159
17130,292,-2216,852,15404,-181,198,-161
17134,292,-1976,924,15396,-167,208,-146
17138,292,-2080,952,15364,-197,202,-141
17141,292,-2104,856,15412,-176,211,-157
17145,292,-1944,852,15432,-189,188,-148
17148,294,-2048,880,15428,-177,179,-151
17153,292,-2016,940,15448,-195,197,-152
17157,294,-2072,996,15192,-183,198,-133
17160,294,-1976,928,15388,-196,202,-160
17164,294,-2180,908,15360,-180,195,-161
17168,294,-2044,916,15340,-187,186,-142
17171,294,-2032,892,15344,-197,194,-172
17175,294,-2040,884,15472,-188,190,-150
17178,294,-2052,928,15256,-174,191,-146
17182,292,-2048,992,15268,-207,189,-143
17186,292,-2028,896,15272,-190,187,-162
17189,294,-2072,848,15488,-193,199,-160
17193,294,-2052,884,15216,-170,205,-137
17197,294,-2068,880,15308,-181,193,-149
17201,294,-2108,972,15260,-191,176,-140
17205,294,-2060,888,15296,-185,184,-149
17208,294,-2096,988,15268,-195,173,-144
17212,294,-2032,912,15324,-173,192,-141
17216,292,-2016,964,15396,-174,185,-133
17219,292,-2124,1020,15388,-160,194,-161
17223,292,-2180,900,15276,-198,205,-148
17227,292,-2052,892,15416,-188,199,-128
17230,292,-2100,876,15344,-183,183,-157
17234,292,-2032,940,15348,-197,184,-136
17238,292,-1960,988,15352,-185,193,-168
17242,292,-2008,900,15316,-201,212,-139
17246,292,-2020,960,15324,-191,162,-159
17249,294,-1988,904,15428,-181,215,-153
17253,294,-1980,992,15372,-195,182,-151
17256,294,-1952,872,15276,-184,191,-132
17260,294,-2160,1040,15340,-167,192,-154
17264,294,-2008,936,15340,-197,183,-133
17267,292,-2056,940,15492,-173,186,-138
17271,292,-1980,932,15372,-191,185,-167
17275,292,-1996,904,15308,-185,195,-136
17278,292,-2016,1140,15260,-201,202,-125
17283,292,-1696,928,15072,-136,326,-75
17287,292,-2168,896,15504,-348,82,-109
17290,292,-1848,804,15204,-185,346,-172
17294,292,-2104,932,15504,-189,309,-224
17297,294,-2120,820,15300,-228,287,-188
17301,294,-2128,844,15368,-231,253,-107
17305,294,-2164,832,15324,-150,279,-124
17308,294,-2152,916,15288,-175,226,-158
17312,294,-2152,904,15356,-184,192,-159
17315,292,-2220,896,15412,-173,171,-134
17319,292,-2140,880,15428,-148,126,-111
17324,292,-2048,832,15264,-173,147,-128
17327,292,-2044,952,15208,-172,147,-162
17331,292,-2100,1008,15292,-184,147,-154
17335,292,-1984,888,15412,-206,144,-132
17338,292,-1992,840,15412,-208,167,-138
17342,292,-2036,916,15324,-193,197,-153
17345,292,-2028,904,15440,-166,211,-143
17349,292,-1960,956,15324,-202,219,-147
17353,292,-1956,916,15448,-176,227,-142
17356,292,-2156,912,15272,-218,250,-155
17360,292,-2100,976,15420,-197,210,-163
17364,292,-2100,880,15356,-207,206,-153
17368,292,-2180,908,15328,-188,188,-143
17372,292,-2156,1032,15368,-167,184,-151
17376,292,-2052,920,15288,-180,166,-140
17379,292,-2108,916,15400,-171,156,-149
17383,292,-2032,884,15352,-189,158,-136
17386,292,-1968,840,15424,-171,181,-135
17390,292,-2052,940,15352,-192,157,-152
17394,292,-1900,944,15372,-177,195,-155
17397,292,-2004,1004,15300,-205,176,-156
17401,294,-2024,888,15472,-186,206,-145
17405,292,-2068,860,15436,-182,202,-164
17409,292,-1976,872,15228,-189,189,-139
17413,292,-2084,852,15508,-172,222,-148
17416,292,-2080,884,15240,-180,211,-150
17420,292,-2060,880,15344,-187,200,-149
17424,292,-2028,884,15320,-205,200,-157
17427,292,-2048,880,15324,-175,220,-146
17431,292,-2204,928,15412,-203,206,-158
17435,294,-2072,884,15408,-178,195,-136
17438,292,-2076,884,15456,-186,155,-146
17442,292,-2120,876,15296,-179,203,-161
17445,292,-2020,900,15288,-209,169,-138
17449,292,-2044,896,15396,-193,187,-143
17454,294,-2004,816,15324,-189,182,-149
17457,292,-2112,968,15332,-189,181,-137
17461,292,-2044,916,15496,-185,184,-168
17464,292,-2108,824,15316,-184,176,-153
17468,294,-1948,796,15432,-186,202,-156
17472,292,-2052,876,15288,-187,211,-159
17475,292,-2120,968,15324,-192,213,-138
17479,292,-2052,936,15368,-194,221,-160
17483,292,-2124,916,15420,-191,210,-162
17486,292,-2068,936,15424,-185,188,-139
17490,294,-2092,884,15552,-197,192,-149
17494,292,-2116,952,15416,-188,184,-145
17498,292,-2084,952,15408,-174,180,-137
17502,294,-2108,852,15436,-174,171,-147
17505,294,-2084,952,15392,-181,165,-140
17509,292,-2064,904,15216,-197,192,-144
17513,294,-2096,904,15432,-191,158,-163
17516,292,-2064,948,15472,-199,189,-164
17520,294,-2092,944,15320,-190,209,-151
17523,294,-2020,940,15316,-188,196,-174
17527,292,-2144,980,15324,-187,217,-164
17531,294,-1952,824,15424,-181,199,-149
17534,294,-2068,928,15356,-187,237,-142
17539,294,-2048,884,15232,-198,212,-147
17543,294,-2068,928,15244,-183,190,-141
17546,292,-2140,960,15352,-192,196,-154
17550,294,-2044,888,15456,-179,176,-138
17553,294,-2000,944,15368,-181,154,-149
17557,294,-2084,912,15244,-179,171,-142
17561,294,-2052,936,15276,-175,173,-134
17564,292,-2120,856,15368,-195,168,-165
17568,292,-2008,880,15360,-182,206,-144
17572,292,-1968,900,15360,-193,196,-146
17575,292,-2056,840,15428,-192,229,-150
17580,292,-2008,936,15344,-205,178,-131
17583,292,-2044,960,15324,-177,208,-151
17587,292,-2028,980,15372,-191,198,-126
17591,292,-2024,936,15284,-192,220,-161
17594,294,-2128,896,15440,-202,187,-168
17598,294,-2036,932,15312,-178,204,-129
17602,294,-2000,892,15376,-179,190,-137
17605,294,-2120,972,15448,-203,165,-149
17609,294,-2108,952,15492,-179,188,-150
17612,292,-2144,928,15280,-186,177,-143
17616,292,-2092,856,15404,-199,176,-140
17620,292,-2000,944,15436,-194,185,-150
17624,292,-1992,948,15312,-197,204,-146
17628,292,-2096,928,15396,-185,210,-161
17631,292,-2060,884,15532,-208,184,-161
17635,292,-2004,980,15436,-181,212,-155
17639,292,-2036,896,15412,-184,205,-158
17642,294,-2080,856,15440,-165,210,-146
17646,292,-2060,936,15376,-204,209,-155
17650,294,-2120,996,15416,-191,209,-159
17653,294,-2100,824,15344,-189,168,-172
17657,294,-1988,796,15384,-177,188,-133
17660,294,-2060,904,15240,-181,186,-166
17665,294,-2044,932,15464,-195,181,-142
17669,294,-2020,1004,15328,-183,197,-158
17672,294,-2040,952,15236,-201,195,-163
17676,294,-1976,916,15276,-169,187,-140
17680,294,-1972,864,15404,-175,194,-170
17683,294,-2012,828,15400,-179,187,-133
